uid,dataset,source_file,source_row_id,lang,split_original,expression,expression_norm,sentence,target_span_text,context_type,w1,w2,modifier,head,has_head_mod,paraphrase_raw,paraphrases_json,canonical_paraphrase,paraphrase_count,has_paraphrase,label_raw,label_binary,label_contribution,compositionality_score,compositionality_bin,stratify_key,row_group_id,notes,split
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:12,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,12,EN,,balance sheet,balance sheet,in the enron corp . ' s partnerships which were not even entered on enron ' s balance sheet because derivatives are still unregulated and do n ' t have to be reported . and once,balance sheet,unknown,in the enron corp . ' s partnerships which were not even entered on enron ' s balance because derivatives are still unregulated and do n ' t have to be reported . and once,balance sheet,in the enron corp . ' s partnerships which were not even entered on enron ' s balance because derivatives are still unregulated and do n ' t have to be reported . and once,balance sheet,True,in the enron corp . ' s partnerships which were not even entered on enron ' s residue sheet because derivatives are still unregulated and do n ' t have to be reported . and once,"[""in the enron corp . ' s partnerships which were not even entered on enron ' s residue sheet because derivatives are still unregulated and do n ' t have to be reported . and once""]",in the enron corp . ' s partnerships which were not even entered on enron ' s residue sheet because derivatives are still unregulated and do n ' t have to be reported . and once,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:balance sheet,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:15,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,15,EN,,bankruptcy proceeding,bankruptcy proceeding,the official receivers costs take priority over sums due to a trustee in the bankruptcy proceedings .,bankruptcy proceeding,unknown,the official receivers costs take priority over sums due to a trustee in the bankruptcy .,bankruptcy proceedings,the official receivers costs take priority over sums due to a trustee in the bankruptcy .,bankruptcy proceedings,True,the official receivers costs take priority over sums due to a trustee in the default proceedings .,"[""the official receivers costs take priority over sums due to a trustee in the default proceedings .""]",the official receivers costs take priority over sums due to a trustee in the default proceedings .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:bankruptcy proceeding,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:16,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,16,EN,,basket case,basket case,"now iraq is a basket case , the us is all but defeated by the resistance , and the threat of islamist terrorism is greater than ever .",basket case,unknown,"now iraq is a basket , the us is all but defeated by the resistance , and the threat of islamist terrorism is greater than ever .",basket case,"now iraq is a basket , the us is all but defeated by the resistance , and the threat of islamist terrorism is greater than ever .",basket case,True,"now iraq is a crate case , the us is all but defeated by the resistance , and the threat of islamist terrorism is greater than ever .","[""now iraq is a crate case"", ""the us is all but defeated by the resistance"", ""and the threat of islamist terrorism is greater than ever .""]",now iraq is a crate case,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:basket case,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:17,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,17,EN,,beauty sleep,beauty sleep,"he obviously felt deprived of his beauty sleep , and had bags under his eyes .",beauty sleep,unknown,"he obviously felt deprived of his beauty , and had bags under his eyes .",beauty sleep,"he obviously felt deprived of his beauty , and had bags under his eyes .",beauty sleep,True,"he obviously felt deprived of his charm sleep , and had bags under his eyes .","[""he obviously felt deprived of his charm sleep"", ""and had bags under his eyes .""]",he obviously felt deprived of his charm sleep,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:beauty sleep,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:18,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,18,EN,,benign tumour,benign tumour,prince came onboard to have a large benign tumour removed from his head .,benign tumour,unknown,prince came onboard to have a large benign removed from his head .,benign tumour,prince came onboard to have a large benign removed from his head .,benign tumour,True,prince came onboard to have a large benevolent tumour removed from his head .,"[""prince came onboard to have a large benevolent tumour removed from his head .""]",prince came onboard to have a large benevolent tumour removed from his head .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:benign tumour,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:19,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,19,EN,,best man,best man,all stories aside neil is a great mate and it made me extremely proud to be asked to be his best man,best man,unknown,all stories aside neil is a great mate and it made me extremely proud to be asked to be his best,best man,all stories aside neil is a great mate and it made me extremely proud to be asked to be his best,best man,True,all stories aside neil is a great mate and it made me extremely proud to be asked to be his optimal man,"[""all stories aside neil is a great mate and it made me extremely proud to be asked to be his optimal man""]",all stories aside neil is a great mate and it made me extremely proud to be asked to be his optimal man,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:best man,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:22,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,22,EN,,big picture,big picture,"whilst we ' re relieved that this is the outcome of the chancellor ' s deliberations over uk sports ' proposals , the government also has to look at the big picture .",big picture,unknown,"whilst we ' re relieved that this is the outcome of the chancellor ' s deliberations over uk sports ' proposals , the government also has to look at the big .",big picture,"whilst we ' re relieved that this is the outcome of the chancellor ' s deliberations over uk sports ' proposals , the government also has to look at the big .",big picture,True,"whilst we ' re relieved that this is the outcome of the chancellor ' s deliberations over uk sports ' proposals , the government also has to look at the large picture .","[""whilst we ' re relieved that this is the outcome of the chancellor ' s deliberations over uk sports ' proposals"", ""the government also has to look at the large picture .""]",whilst we ' re relieved that this is the outcome of the chancellor ' s deliberations over uk sports ' proposals,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:big picture,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:23,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,23,EN,,big wig,big wig,"to secure promotion you have to impress your employers , the suits on high , the big wigs , and the fat cats .",big wig,unknown,"to secure promotion you have to impress your employers , the suits on high , the big , and the fat cats .",big wigs,"to secure promotion you have to impress your employers , the suits on high , the big , and the fat cats .",big wigs,True,"to secure promotion you have to impress your employers , the suits on high , the large wigs , and the fat cats .","[""to secure promotion you have to impress your employers"", ""the suits on high"", ""the large wigs"", ""and the fat cats .""]",to secure promotion you have to impress your employers,4,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:big wig,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:24,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,24,EN,,biological clock,biological clock,"the biological clock ticks indeeindeed but slowly it is not so bad to delay having a first baby until your thirties , according to professor john mirowsky .",biological clock,unknown,"the biological ticks indeeindeed but slowly it is not so bad to delay having a first baby until your thirties , according to professor john mirowsky .",biological clock,"the biological ticks indeeindeed but slowly it is not so bad to delay having a first baby until your thirties , according to professor john mirowsky .",biological clock,True,"the organic clock ticks indeed but slowly it is not so bad to delay having a first baby until your thirties , according to professor john mirowsky .","[""the organic clock ticks indeed but slowly it is not so bad to delay having a first baby until your thirties"", ""according to professor john mirowsky .""]",the organic clock ticks indeed but slowly it is not so bad to delay having a first baby until your thirties,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:biological clock,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:25,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,25,EN,,birth rate,birth rate,the birth rate necessary for a nation to reproduce itself is 2 . 2 children per couple .,birth rate,unknown,the birth necessary for a nation to reproduce itself is 2 . 2 children per couple .,birth rate,the birth necessary for a nation to reproduce itself is 2 . 2 children per couple .,birth rate,True,the delivery rate necessary for a nation to reproduce itself is 2 . 2 children per couple .,"[""the delivery rate necessary for a nation to reproduce itself is 2 . 2 children per couple .""]",the delivery rate necessary for a nation to reproduce itself is 2 . 2 children per couple .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:birth rate,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:28,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,28,EN,,black operation,black operation,on the one hand the cia acquired $ 4 billion for use in future black operations .,black operation,unknown,on the one hand the cia acquired $ 4 billion for use in future black .,black operations,on the one hand the cia acquired $ 4 billion for use in future black .,black operations,True,on the one hand the cia acquired $ 4 billion for use in future dark operations .,"[""on the one hand the cia acquired $ 4 billion for use in future dark operations .""]",on the one hand the cia acquired $ 4 billion for use in future dark operations .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:black operation,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:29,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,29,EN,,blame game,blame game,", and then returning home to play to their national audiences , with "" the blame game "" against eu institutions . "" if there is not enough democratic development , not",blame game,unknown,", and then returning home to play to their national audiences , with "" the blame "" against eu institutions . "" if there is not enough democratic development , not",blame game,", and then returning home to play to their national audiences , with "" the blame "" against eu institutions . "" if there is not enough democratic development , not",blame game,True,", and then returning home to play to their national audiences , with "" the criticism game "" against eu institutions . "" if there is not enough democratic development , not","[""and then returning home to play to their national audiences"", ""with \"" the criticism game \"" against eu institutions . \"" if there is not enough democratic development"", ""not""]",and then returning home to play to their national audiences,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:blame game,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:30,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,30,EN,,blind alley,blind alley,the science of economics has been led up a blind alley by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .,blind alley,unknown,the science of economics has been led up a blind by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .,blind alley,the science of economics has been led up a blind by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .,blind alley,True,the science of economics has been led up a unsighted alley by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .,"[""the science of economics has been led up a unsighted alley by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .""]",the science of economics has been led up a unsighted alley by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:blind alley,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:31,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,31,EN,,blood bath,blood bath,"is this the first blow in the upcoming civil war , and the blood bath which may follow ?",blood bath,unknown,"is this the first blow in the upcoming civil war , and the blood which may follow ?",blood bath,"is this the first blow in the upcoming civil war , and the blood which may follow ?",blood bath,True,"is this the first blow in the upcoming civil war , and the sanguine fluid bath which may follow ?","[""is this the first blow in the upcoming civil war"", ""and the sanguine fluid bath which may follow ?""]",is this the first blow in the upcoming civil war,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:blood bath,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:33,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,33,EN,,blue print,blue print,"our free health check will give you the blue print to identify , select and measure the key metrics to enable you to better manage your service delivery .",blue print,unknown,"our free health check will give you the blue to identify , select and measure the key metrics to enable you to better manage your service delivery .",blue print,"our free health check will give you the blue to identify , select and measure the key metrics to enable you to better manage your service delivery .",blue print,True,"our free health check will give you the azure print to identify , select and measure the key metrics to enable you to better manage your service delivery .","[""our free health check will give you the azure print to identify"", ""select and measure the key metrics to enable you to better manage your service delivery .""]",our free health check will give you the azure print to identify,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:blue print,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:38,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,38,EN,,brass ring,brass ring,courtney to tori amos . which does n ' t mean the bends wo n ' t grab that brass ring . but it ' ll be a difficult stretch . 8 / 10 nude as the,brass ring,unknown,courtney to tori amos . which does n ' t mean the bends wo n ' t grab that brass . but it ' ll be a difficult stretch . 8 / 10 nude as the,brass ring,courtney to tori amos . which does n ' t mean the bends wo n ' t grab that brass . but it ' ll be a difficult stretch . 8 / 10 nude as the,brass ring,True,courtney to tori amos . which does n ' t mean the bends wo n ' t grab that metal ring . but it ' ll be a difficult stretch . 8 / 10 nude as the,"[""courtney to tori amos . which does n ' t mean the bends wo n ' t grab that metal ring . but it ' ll be a difficult stretch . 8"", ""10 nude as the""]",courtney to tori amos . which does n ' t mean the bends wo n ' t grab that metal ring . but it ' ll be a difficult stretch . 8,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:brass ring,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:39,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,39,EN,,brick wall,brick wall,"of the merits of the case . the 3 month limit though is not a brick wall , if circumstances demand an extention of time , then it is in the discretion",brick wall,unknown,"of the merits of the case . the 3 month limit though is not a brick , if circumstances demand an extention of time , then it is in the discretion",brick wall,"of the merits of the case . the 3 month limit though is not a brick , if circumstances demand an extention of time , then it is in the discretion",brick wall,True,"of the merits of the case . the 3 month limit though is not a stone wall , if circumstances demand an extention of time , then it is in the discretion","[""of the merits of the case . the 3 month limit though is not a stone wall"", ""if circumstances demand an extention of time"", ""then it is in the discretion""]",of the merits of the case . the 3 month limit though is not a stone wall,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:brick wall,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:41,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,41,EN,,busy bee,busy bee,i love being a busy bee but i would like a bit of ' jill ' time .,busy bee,unknown,i love being a busy but i would like a bit of ' jill ' time .,busy bee,i love being a busy but i would like a bit of ' jill ' time .,busy bee,True,i love being a unavailable bee but i would like a bit of ' jill ' time .,"[""i love being a unavailable bee but i would like a bit of ' jill ' time .""]",i love being a unavailable bee but i would like a bit of ' jill ' time .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:busy bee,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:42,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,42,EN,,cable car,cable car,here you have a choice - it is either 588 steps down or take the cable car .,cable car,unknown,here you have a choice - it is either 588 steps down or take the cable .,cable car,here you have a choice - it is either 588 steps down or take the cable .,cable car,True,here you have a choice - it is either 588 steps down or take the cord car .,"[""here you have a choice - it is either 588 steps down or take the cord car .""]",here you have a choice - it is either 588 steps down or take the cord car .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:cable car,,train
